"District","County Number","County Name"," License Type Code"," License Number","Business (DBA-Does Business As) Name","Location Address","Location City"," Location Zip Code","Inspection Number","Visit Number","Inspection Class","Inspection Type","Inspection Disposition","Inspection Date","Number of Critical Violations","Number of Noncritical Violations"," Number of Total Violations","Number of High Priority Violations","Number of Intermediate Violations","Number of Basic Violations","PDA Status","Violation 01","Violation 02","Violation 03","Violation 04","Violation 05","Violation 06","Violation 07","Violation 08","Violation 09","Violation 10","Violation 11","Violation 12","Violation 13","Violation 14","Violation 15","Violation 16","Violation 17","Violation 18","Violation 19","Violation 20","Violation 21","Violation 22","Violation 23","Violation 24","Violation 25","Violation 26","Violation 27","Violation 28","Violation 29","Violation 30","Violation 31","Violation 32","Violation 33","Violation 34","Violation 35","Violation 36","Violation 37","Violation 38","Violation 39","Violation 40","Violation 41","Violation 42","Violation 43","Violation 44","Violation 45","Violation 46","Violation 47","Violation 48","Violation 49","Violation 50","Violation 51","Violation 52","Violation 53","Violation 54","Violation 55","Violation 56","Violation 57","Violation 58","License ID","Inspection Visit ID"
"D3","61","Pasco","2010","6113057","SENOR TEQUILA MEXICAN GRILL","1640 BRUCE B DOWNS BLVD","WESLEY CHAPEL","33544","3717458","1","Food","Routine - Food","Inspection Completed - No Further Action","07/24/2026","","","3","0","0","3","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7944356","13755951"
"D3","61","Pasco","2010","6113062","FIRST WATCH RESTAURANT #85","1648 BRUCE B DOWNS","WESLEY CHAPEL","33543","3708246","1","Food","Routine - Food","Inspection Completed - No Further Action","07/29/2026","","","2","2","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3365493","13746738"
"D3","61","Pasco","2010","6113070","SUBWAY RESTAURANT","8925 SR 52","HUDSON","34667","3740719","1","Food","Routine - Food","Inspection Completed - No Further Action","07/17/2026","","","4","0","1","3","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4038861","13779221"
"D3","61","Pasco","2010","6113101","JOHNNY BRUSCOS PIZZA","10730 STATE ROAD 54 STE 101","NEW PORT RICHEY","34655","3690182","2","Food","Routine - Food","Call Back - Complied","07/23/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6093445","13700216"
"D3","61","Pasco","2010","6113108","CRACKER BARREL #626","5341 US HWY 19","NEW PORT RICHEY","34652","3755810","1","Food","Complaint Full","Warning Issued","07/07/2026","","","4","1","1","2","Y","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3503561","13821283"
"D3","61","Pasco","2010","6113108","CRACKER BARREL #626","5341 US HWY 19","NEW PORT RICHEY","34652","3755810","2","Food","Complaint Full","Call Back - Complied","07/09/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3503561","13821467"
"D3","61","Pasco","2010","6113152","HAMPTON INN","13215 US HWY 301","DADE CITY","33525","3711365","1","Food","Routine - Food","Warning Issued","07/30/2026","","","2","0","2","0","Y","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8309540","13749858"
"D3","61","Pasco","2010","6113158","CAPRI PIZZA & MORE","7825 GALL BLVD","ZEPHYRHILLS","33541","3711649","1","Food","Routine - Food","Inspection Completed - No Further Action","07/30/2026","","","3","1","1","1","Y","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3687429","13750142"
"D3","61","Pasco","2010","6113176","365 CAFE","28210 PASEO DR #100","WESLEY CHAPEL","33543","3754477","1","Food","Routine - Food","Warning Issued","07/17/2026","","","4","1","2","1","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","6416328","13792979"
"D3","61","Pasco","2010","6113176","365 CAFE","28210 PASEO DR #100","WESLEY CHAPEL","33543","3754477","2","Food","Routine - Food","Call Back - Extension given, pending","07/27/2026","","","1","0","1","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","6416328","13851135"
"D3","61","Pasco","2010","6113229","PIZZA MANIA","1734 BRUCE B DOWNS BLVD","WESLEY CHAPEL","33543","3716935","1","Food","Routine - Food","Inspection Completed - No Further Action","07/29/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3950659","13755428"
"D3","61","Pasco","2010","6113240","CHINA STAR","7940 GALL BLVD","ZEPHYRHILLS","33541","3703440","1","Food","Routine - Food","Inspection Completed - No Further Action","07/23/2026","","","3","2","0","1","Y","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7205871","13741915"
"D3","61","Pasco","2010","6113274","DICKEYS BARBECUE PIT","2653 BRUCE B DOWNS BLVD STE101","WESLEY CHAPEL","33544","3731202","1","Food","Routine - Food","Inspection Completed - No Further Action","07/10/2026","","","1","0","0","1","Y","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8556327","13769695"
"D3","61","Pasco","2010","6113285","ASIAN BUFFET","1742 BRUCE B DOWNS BLVD","WESLEY CHAPEL","33543","3725717","1","Food","Routine - Food","Inspection Completed - No Further Action","07/29/2026","","","2","0","0","2","Y","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8921317","13764210"
"D3","61","Pasco","2010","6113300","900 DEGREES WOOD FIRED PIZZA","28152 PASEO DR STE 195","WESLEY CHAPEL","33543","3734500","1","Food","Routine - Food","Inspection Completed - No Further Action","07/29/2026","","","1","0","0","1","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4273436","13772993"
"D3","61","Pasco","2010","6113356","MCDONALD'S","34367 SR 54","WESLEY CHAPEL","33545","3699842","1","Food","Complaint Full","Administrative complaint recommended","07/08/2026","","","4","1","0","3","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8619865","13713306"
"D3","61","Pasco","2010","6113356","MCDONALD'S","34367 SR 54","WESLEY CHAPEL","33545","3699842","2","Food","Complaint Full","Call Back - Complied","07/09/2026","","","1","0","0","1","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8619865","13841418"
"D3","61","Pasco","2010","6113367","NATALIE'S RESTAURANT","8226 SR 52","HUDSON","34667","3724112","1","Food","Routine - Food","Inspection Completed - No Further Action","07/15/2026","","","1","1","0","0","Y","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8141800","13762605"
"D3","61","Pasco","2010","6113374","FIREHOUSE SUBS #51","1824 BRUCE B DOWNS BLVD","WESLEY CHAPEL","33543","3731266","1","Food","Routine - Food","Inspection Completed - No Further Action","07/24/2026","","","1","1","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5425022","13769759"
"D3","61","Pasco","2010","6113377","HIBACHI EXPRESS WESLEY CHAPEL INC","5315 VILLAGE MARKET","WESLEY CHAPEL","33544","3722473","1","Food","Routine - Food","Inspection Completed - No Further Action","07/31/2026","","","3","1","0","2","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7008258","13760966"
"D3","61","Pasco","2010","6113379","MAMA B'S PIZZERIA","27607 STATE RD 56 STE 105","WESLEY CHAPEL","33544","3737655","1","Food","Routine - Food","Inspection Completed - No Further Action","07/09/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8679119","13776148"
"D3","61","Pasco","2010","6113405","PANERA BREAD #1693","7242 GALL BLVD","ZEPHYRHILLS","33541","3715224","1","Food","Routine - Food","Inspection Completed - No Further Action","07/23/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5472851","13753717"
"D3","61","Pasco","2010","6113428","CHILI'S GRILL & BAR","28444 SR 54","WESLEY CHAPEL","33543","3723693","1","Food","Routine - Food","Inspection Completed - No Further Action","07/30/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5842306","13762186"
"D3","61","Pasco","2010","6113437","JOEY'S II NEW YORK PIZZERIA & ITALIAN RESTAURANT","5205 US 19 N","NEW PORT RICHEY","34652","3741335","1","Food","Routine - Food","Inspection Completed - No Further Action","07/29/2026","","","9","2","0","7","Y","0","0","1","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5840578","13779837"
"D3","61","Pasco","2010","6113443","PINCHERS CRAB SHACK","28330 PASEO DR STE 185","WESLEY CHAPEL","33543","3761025","1","Food","Complaint Full","Inspection Completed - No Further Action","07/27/2026","","","2","0","1","1","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5783713","13858482"
"D3","61","Pasco","2010","6113451","POPEYES LOUISIANA KITCHEN OPERATED BY TICE","8968 STATE RD 52","HUDSON","34667","3745208","1","Food","Routine - Food","Inspection Completed - No Further Action","07/15/2026","","","11","1","1","9","Y","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","1","0","0","1","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","9165780","13783710"
"D3","61","Pasco","2010","6113459","HANGRY JOE'S HOT CHICKEN","5347 GALL BLVD","ZEPHYRHILLS","33542","3712768","1","Food","Routine - Food","Warning Issued","07/28/2026","","","7","4","0","3","Y","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8901503","13751261"
"D3","61","Pasco","2010","6113472","LITTLE GREEK","7810 LAND O LAKES BLVD","LAND O LAKES","34638","3724450","1","Food","Routine - Food","Warning Issued","07/16/2026","","","4","0","4","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","8206867","13762943"
"D3","61","Pasco","2010","6113481","BUFFALO WILD WINGS","26725 SR 56","WESLEY CHAPEL","33544","3710827","1","Food","Routine - Food","Inspection Completed - No Further Action","07/27/2026","","","1","0","0","1","Y","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7583930","13749320"
"D3","61","Pasco","2010","6113519","JERSEY MIKES SUBS","2081 COLLIER PKWY","LAND O' LAKES","34639","3704312","1","Food","Routine - Food","Inspection Completed - No Further Action","07/10/2026","","","2","0","0","2","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6256557","13742789"
"D3","61","Pasco","2010","6113527","CHEDDAR'S CASUAL CAFE","2391 SUN VISTA DR","LUTZ","33559","3761470","1","Food","Complaint Full","Warning Issued","07/28/2026","","","4","3","1","0","Y","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6816469","13860359"
"D3","61","Pasco","2010","6113527","CHEDDAR'S CASUAL CAFE","2391 SUN VISTA DR","LUTZ","33559","3761470","2","Food","Complaint Full","Call Back - Complied","07/29/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6816469","13862482"
"D3","61","Pasco","2010","6113551","MARCOS PIZZA","7808 LAND O'LAKES BLVD","LAND O'LAKES","34638","3716331","1","Food","Routine - Food","Inspection Completed - No Further Action","07/16/2026","","","5","0","0","5","Y","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","7276745","13754824"
"D3","61","Pasco","2010","6113574","PANDA EXPRESS #2630","2468 SUN VISTA DR","WESLEY CHAPEL","33559","3704938","1","Food","Routine - Food","Warning Issued","07/10/2026","","","5","1","0","4","Y","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6441732","13743417"
"D3","61","Pasco","2010","6113574","PANDA EXPRESS #2630","2468 SUN VISTA DR","WESLEY CHAPEL","33559","3704938","2","Food","Routine - Food","Call Back - Complied","07/14/2026","","","3","0","0","3","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6441732","13843270"
"D3","61","Pasco","2010","6113579","DUNKIN DONUTS","7044 LAND O LAKES BLVD","LAND O' LAKES","34638","3741681","1","Food","Routine - Food","Inspection Completed - No Further Action","07/22/2026","","","3","0","1","2","Y","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","6697535","13780183"
"D3","61","Pasco","2010","6113585","NOBLE CRUST","28330 PASEO DR UNIT 190","WESLEY CHAPEL","33543-5412","3718657","1","Food","Routine - Food","Inspection Completed - No Further Action","07/17/2026","","","1","0","0","1","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6634061","13757150"
"D3","61","Pasco","2010","6113585","NOBLE CRUST","28330 PASEO DR UNIT 190","WESLEY CHAPEL","33543-5412","3760999","1","Food","Complaint Partial","Inspection Completed - No Further Action","07/28/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6634061","13858267"
"D3","61","Pasco","2010","6113619","OLIVIA'S SUBS & PIZZA","2318 SEVEN SPRINGS BLVD","NEW PORT RICHEY","34655","3697953","2","Food","Complaint Full","Call Back - Complied","07/28/2026","","","1","0","1","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7043355","13703920"
"D3","61","Pasco","2010","6113630","HIBACHI EXPRESS","7306 GALL BLVD","ZEPHYRHILLS","33541","3716865","1","Food","Routine - Food","Administrative complaint recommended","07/15/2026","","","7","4","0","3","Y","1","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","7062668","13755358"
"D3","61","Pasco","2010","6113630","HIBACHI EXPRESS","7306 GALL BLVD","ZEPHYRHILLS","33541","3716865","2","Food","Routine - Food","Call Back - Complied","07/21/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","7062668","13848578"
"D3","61","Pasco","2010","6113633","SLICE OF THE HILLZ","5317 GALL BLVD","ZEPHYRHILLS","33542","3706684","1","Food","Routine - Food","Inspection Completed - No Further Action","07/28/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9392925","13745171"
"D3","61","Pasco","2010","6113648","CULVERS OF WIREGRASS","28831 ST RD 56","WESLEY CHAPEL","33543","3742242","1","Food","Routine - Food","Inspection Completed - No Further Action","07/23/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6958148","13780744"
"D3","61","Pasco","2010","6113659","TWISTEE TREAT","5258 VILLAGE MARKET","WESLEY CHAPEL","33544","3716351","1","Food","Routine - Food","Inspection Completed - No Further Action","07/31/2026","","","2","0","0","2","Y","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7230475","13754844"
"D3","61","Pasco","2010","6113674","PLAZA MEXICO RESTAURANT BAR & GRILL","38361 COUNTY RD 54 E","ZEPHYRHILLS","33542","3704968","1","Food","Routine - Food","Warning Issued","07/15/2026","","","5","3","0","2","Y","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7244942","13743447"
"D3","61","Pasco","2010","6113674","PLAZA MEXICO RESTAURANT BAR & GRILL","38361 COUNTY RD 54 E","ZEPHYRHILLS","33542","3704968","2","Food","Routine - Food","Call Back - Complied","07/22/2026","","","1","0","0","1","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7244942","13848577"
"D3","61","Pasco","2010","6113676","BREAKFAST STATION 14 LLC","21519 VILLAGE LAKES SHOPPING CENTER","LAND O' LAKES","34639","3736394","1","Food","Routine - Food","Warning Issued","07/28/2026","","","6","3","1","2","Y","1","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7341342","13774887"
"D3","61","Pasco","2010","6113676","BREAKFAST STATION 14 LLC","21519 VILLAGE LAKES SHOPPING CENTER","LAND O' LAKES","34639","3736394","2","Food","Routine - Food","Call Back - Admin. complaint recommended","07/30/2026","","","2","2","0","0","Y","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7341342","13861579"
"D3","61","Pasco","2010","6113676","BREAKFAST STATION 14 LLC","21519 VILLAGE LAKES SHOPPING CENTER","LAND O' LAKES","34639","3736394","3","Food","Routine - Food","Call Back - Complied","07/31/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7341342","13865194"
"D3","61","Pasco","2010","6113681","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","3286 WORD WAY STE G1","NEW PORT RICHEY","34655","3743075","1","Food","Routine - Food","Inspection Completed - No Further Action","07/29/2026","","","2","0","1","1","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7199870","13781577"
"D3","61","Pasco","2010","6113687","NIKOS NEW YORK DINER","13824 US HWY 19","HUDSON","34667","3755721","1","Food","Complaint Full","Inspection Completed - No Further Action","07/07/2026","","","7","1","2","4","Y","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9699506","13821013"
"D3","61","Pasco","2010","6113696","CHECKERS DRIVE-IN","5505 GALL BLVD","ZEPHYRHILLS","33542","3703730","1","Food","Routine - Food","Inspection Completed - No Further Action","07/28/2026","","","1","0","1","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7424284","13742205"
"D3","61","Pasco","2010","6113705","DOMINOS","8730 SR 52","HUDSON","34667","3717101","1","Food","Routine - Food","Inspection Completed - No Further Action","07/10/2026","","","4","2","1","1","Y","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7926976","13755594"
"D3","61","Pasco","2010","6113711","DUMMY CRABBY","5325 VILLAGE MARKET","WESLEY CHAPEL","33544","3725521","1","Food","Routine - Food","Inspection Completed - No Further Action","07/31/2026","","","1","0","0","1","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9189325","13764014"
"D3","61","Pasco","2010","6113712","DUNKIN DONUTS","28343 STATE ROAD 54","WESLEY CHAPEL","33543","3724233","1","Food","Routine - Food","Inspection Completed - No Further Action","07/10/2026","","","1","0","0","1","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7369398","13762726"
"D3","61","Pasco","2010","6113755","KEKE'S BREAKFAST CAFE","1830 NORTH BRUCE B DOWNS BLVD","WESLEY CHAPEL","33544","3760542","1","Food","Complaint Full","Inspection Completed - No Further Action","07/24/2026","","","1","0","0","1","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7761499","13857275"
"D3","61","Pasco","2010","6113761","ZUKKU SAN SUSHI BAR AND GRILL","25916  SIERRA CENTER BLVD","LUTZ","33559","3716988","1","Food","Routine - Food","Administrative complaint recommended","07/31/2026","","","7","3","1","3","Y","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7690571","13755481"
