"District","County Number","County Name"," License Type Code"," License Number","Business (DBA-Does Business As) Name","Location Address","Location City"," Location Zip Code","Inspection Number","Visit Number","Inspection Class","Inspection Type","Inspection Disposition","Inspection Date","Number of Critical Violations","Number of Noncritical Violations"," Number of Total Violations","Number of High Priority Violations","Number of Intermediate Violations","Number of Basic Violations","PDA Status","Violation 01","Violation 02","Violation 03","Violation 04","Violation 05","Violation 06","Violation 07","Violation 08","Violation 09","Violation 10","Violation 11","Violation 12","Violation 13","Violation 14","Violation 15","Violation 16","Violation 17","Violation 18","Violation 19","Violation 20","Violation 21","Violation 22","Violation 23","Violation 24","Violation 25","Violation 26","Violation 27","Violation 28","Violation 29","Violation 30","Violation 31","Violation 32","Violation 33","Violation 34","Violation 35","Violation 36","Violation 37","Violation 38","Violation 39","Violation 40","Violation 41","Violation 42","Violation 43","Violation 44","Violation 45","Violation 46","Violation 47","Violation 48","Violation 49","Violation 50","Violation 51","Violation 52","Violation 53","Violation 54","Violation 55","Violation 56","Violation 57","Violation 58","License ID","Inspection Visit ID"
"D3","39","Hillsborough","2010","3909373","PIZZA HUT  4609","729 W LUMSDAN RD STE 14","BRANDON","33511","3743101","1","Food","Routine - Food","Inspection Completed - No Further Action","07/30/2026","","","1","0","0","1","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7945160","13781603"
"D3","39","Hillsborough","2010","3909392","SAMS PIZZA & DELI CAFE","4644 W GANDY BLVD STE 10","TAMPA","33611","3752673","1","Food","Routine - Food","Inspection Completed - No Further Action","07/14/2026","","","4","0","3","1","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9715080","13791175"
"D3","39","Hillsborough","2010","3909404","SUBWAY #28696","6010 CR 579 UNIT A","SEFFNER","33584","3755954","1","Food","Complaint Full","Inspection Completed - No Further Action","07/09/2026","","","8","0","1","7","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","2498175","13841817"
"D3","39","Hillsborough","2010","3909405","YOGURT NATURALLY","3906 S MACDILL AVE","TAMPA","33616","3711906","1","Food","Routine - Food","Inspection Completed - No Further Action","07/16/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5264779","13750399"
"D3","39","Hillsborough","2010","3909409","SERENGETI OVERLOOK RESTAURANT","3605 E BOUGANVILLA AVE","TAMPA","336126433","3740397","1","Food","Routine - Food","Inspection Completed - No Further Action","07/16/2026","","","2","0","0","2","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2185643","13778899"
"D3","39","Hillsborough","2010","3909415","HARDEES","11705 E US HWY 92","SEFFNER","33584-3411","3718735","1","Food","Routine - Food","Inspection Completed - No Further Action","07/09/2026","","","3","1","0","2","Y","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5645068","13757228"
"D3","39","Hillsborough","2010","3909450","DAIRY QUEEN","602 W BRANDON BLVD","BRANDON","33511-5006","3737008","1","Food","Routine - Food","Inspection Completed - No Further Action","07/10/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7934836","13775501"
"D3","39","Hillsborough","2010","3909512","CRAFT FRY WING","2224 E FLETCHER AVE","TAMPA","33612","3737944","1","Food","Routine - Food","Inspection Completed - No Further Action","07/30/2026","","","8","2","3","3","Y","1","1","0","0","0","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8825266","13776437"
"D3","39","Hillsborough","2010","3909620","OASIS PIZZA","3605 E BOUGAINVILLEA","TAMPA","336126433","3746762","1","Food","Routine - Food","Inspection Completed - No Further Action","07/16/2026","","","3","0","0","3","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2185902","13785264"
"D3","39","Hillsborough","2010","3909694","EL DIAMANTE RESTAURANT","4422 N HUBERT AVE","TAMPA","33614","3677090","2","Food","Routine - Food","Call Back - Complied","07/10/2026","","","1","0","0","1","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4441387","13684508"
"D3","39","Hillsborough","2010","3909761","SUPER TEQUENO","101 FLAGSHIP DR","LUTZ","33549","3720538","1","Food","Routine - Food","Warning Issued","07/21/2026","","","7","3","1","3","Y","1","0","1","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9914287","13759031"
"D3","39","Hillsborough","2010","3909761","SUPER TEQUENO","101 FLAGSHIP DR","LUTZ","33549","3720538","2","Food","Routine - Food","Call Back - Complied","07/23/2026","","","1","0","1","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9914287","13853839"
"D3","39","Hillsborough","2010","3909845","CAPTAIN PETE'S","10001 N MCKINLEY DR","TAMPA","33612","3736875","1","Food","Routine - Food","Inspection Completed - No Further Action","07/16/2026","","","6","2","0","4","Y","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2186127","13775368"
"D3","39","Hillsborough","2010","3909941","THEE BURGER SPOT","3917 N TAMPA ST","TAMPA","33603","3731296","1","Food","Routine - Food","Inspection Completed - No Further Action","07/29/2026","","","5","2","0","3","Y","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6834146","13769789"
"D3","39","Hillsborough","2010","3910029","CHECKER'S #196","2820 W MLK BLVD","TAMPA","336076306","3727516","1","Food","Routine - Food","Inspection Completed - No Further Action","07/28/2026","","","2","2","0","0","Y","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2186275","13766009"
"D3","39","Hillsborough","2010","3910074","MARTHAS FAMILY RESTAURANT INC","12019 E HWY 92 ","SEFFNER ","33584","3732185","1","Food","Routine - Food","Emergency order recommended","07/15/2026","","","21","7","6","8","Y","1","2","2","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","5","0","0","0","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8995971","13770678"
"D3","39","Hillsborough","2010","3910074","MARTHAS FAMILY RESTAURANT INC","12019 E HWY 92 ","SEFFNER ","33584","3732185","2","Food","Routine - Food","Emergency Order Callback Complied","07/16/2026","","","9","0","4","5","Y","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8995971","13846004"
"D3","39","Hillsborough","2010","3910079","CHIPOTLE #5771","201 W ALEXANDER ST","PLANT CITY","33563","3714097","1","Food","Routine - Food","Inspection Completed - No Further Action","07/22/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9563736","13752590"
"D3","39","Hillsborough","2010","3910158","BLOOMINGDALE GOLFERS CLUB","4113 GREAT GOLFERS PLACE","VALRICO","33594-6924","3720965","1","Food","Routine - Food","Warning Issued","07/15/2026","","","9","1","2","6","Y","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2638974","13759458"
"D3","39","Hillsborough","2010","3910158","BLOOMINGDALE GOLFERS CLUB","4113 GREAT GOLFERS PLACE","VALRICO","33594-6924","3720965","2","Food","Routine - Food","Call Back - Complied","07/30/2026","","","6","1","1","4","Y","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2638974","13848558"
"D3","39","Hillsborough","2010","3910309","CHECKERS #280","4959 E BROADWAY","TAMPA","336054705","3698469","2","Food","Routine - Food","Call Back - Complied","07/27/2026","","","3","0","0","3","Y","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2186533","13701664"
"D3","39","Hillsborough","2010","3910329","CARRABBA'S ITALIAN GRILL","700 N DALE MABRY HWY","TAMPA","33609","3747131","1","Food","Routine - Food","Inspection Completed - No Further Action","07/21/2026","","","2","0","0","2","Y","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4047025","13785633"
"D3","39","Hillsborough","2010","3910362","SPARTA SEAFOOD AND GRILL EXPRESS","7545 W HILLSBOROUGH AVE","TAMPA","33615","3713405","1","Food","Routine - Food","Inspection Completed - No Further Action","07/23/2026","","","4","0","1","3","Y","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9578273","13751898"
"D3","39","Hillsborough","2010","3910482","CHILI'S SOUTHWEST GRILL/BAR/IT'S JUST WINGS","8510 W HILLSBOROUGH AVE","TAMPA","336153817","3727490","1","Food","Routine - Food","Inspection Completed - No Further Action","07/27/2026","","","1","0","1","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2186756","13765983"
"D3","39","Hillsborough","2010","3910542","MANDOLA'S ITALIAN KITCHEN","14703 N DALE MABRY HWY","TAMPA","33618","3737094","1","Food","Routine - Food","Inspection Completed - No Further Action","07/24/2026","","","8","3","2","3","Y","1","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8052614","13775587"
"D3","39","Hillsborough","2010","3910617","LA TERESITA","3248 W COLUMBUS DR","TAMPA","336071851","3740368","1","Food","Routine - Food","Inspection Completed - No Further Action","07/23/2026","","","12","4","3","5","Y","0","1","1","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2186945","13778870"
"D3","39","Hillsborough","2010","3910644","CHECKER'S #5233","1520 W BRANDON BLVD","BRANDON","335114808","3722154","1","Food","Routine - Food","Inspection Completed - No Further Action","07/23/2026","","","1","0","0","1","Y","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2186958","13760647"
"D3","39","Hillsborough","2010","3910646","CHIPOTLE MEXICAN GRILL","2708 W DR MARTIN LUTHER KING JR BLV","TAMPA","33607","3745276","1","Food","Routine - Food","Warning Issued","07/23/2026","","","4","1","1","2","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","9434400","13783778"
"D3","39","Hillsborough","2010","3910646","CHIPOTLE MEXICAN GRILL","2708 W DR MARTIN LUTHER KING JR BLV","TAMPA","33607","3745276","2","Food","Routine - Food","Call Back - Complied","07/31/2026","","","1","0","0","1","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9434400","13857208"
"D3","39","Hillsborough","2010","3910663","EL CHURRASCASO GRILL TAMPA","8425 W HILLSBOROUGH AVE","TAMPA","33615","3737431","1","Food","Routine - Food","Inspection Completed - No Further Action","07/27/2026","","","8","4","1","3","Y","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8403263","13775924"
"D3","39","Hillsborough","2010","3910735","TACO BELL","1701 E FOWLER AVE","TAMPA","33612","3710437","1","Food","Routine - Food","Inspection Completed - No Further Action","07/23/2026","","","1","0","0","1","Y","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5654763","13748930"
"D3","39","Hillsborough","2010","3910749","GIO'S CUBAN CAFE","411 S MACDILL AVE","TAMPA","33609","3747694","1","Food","Routine - Food","Inspection Completed - No Further Action","07/30/2026","","","2","0","1","1","Y","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5993861","13786196"
"D3","39","Hillsborough","2010","3910754","SALEM'S FRESH EATS","4004 E HILLSBOROUGH AVE","TAMPA","336103848","3727494","1","Food","Routine - Food","Warning Issued","07/27/2026","","","21","6","2","13","Y","2","0","3","0","0","0","0","2","0","0","0","0","0","4","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","1","0","0","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2187022","13765987"
"D3","39","Hillsborough","2010","3910754","SALEM'S FRESH EATS","4004 E HILLSBOROUGH AVE","TAMPA","336103848","3727494","2","Food","Routine - Food","Call Back - Complied","07/29/2026","","","9","2","1","6","Y","1","0","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2187022","13860822"
"D3","39","Hillsborough","2010","3910780","WESTSHORE PIZZA","4802 WESTBAY COURT AVE","TAMPA","33611","3708797","1","Food","Routine - Food","Inspection Completed - No Further Action","07/15/2026","","","3","0","1","2","Y","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5579170","13747290"
"D3","39","Hillsborough","2010","3910819","COMPASS GROUP USA","4109 GANDY BLVD","TAMPA","33611","3749446","1","Food","Routine - Food","Inspection Completed - No Further Action","07/23/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3789380","13787948"
"D3","39","Hillsborough","2010","3910833","CUBAN EATS","601 N  MORGAN ST","TAMPA","33602","3724888","1","Food","Routine - Food","Warning Issued","07/09/2026","","","4","3","1","0","Y","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8833414","13763381"
"D3","39","Hillsborough","2010","3910833","CUBAN EATS","601 N  MORGAN ST","TAMPA","33602","3724888","2","Food","Routine - Food","Call Back - Admin. complaint recommended","07/10/2026","","","2","1","1","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8833414","13841894"
"D3","39","Hillsborough","2010","3910833","CUBAN EATS","601 N  MORGAN ST","TAMPA","33602","3724888","3","Food","Routine - Food","Call Back - Complied","07/14/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8833414","13843116"
"D3","39","Hillsborough","2010","3910853","HIMES BREAKFAST HOUSE","3826 S HIMES AVE","TAMPA","33611","3749925","1","Food","Routine - Food","Inspection Completed - No Further Action","07/29/2026","","","3","0","0","3","Y","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8224313","13788427"
"D3","39","Hillsborough","2010","3910875","CHICK-FIL-A","519 BRANDON TOWN CENTER MALL","BRANDON","33511","3707024","1","Food","Routine - Food","Inspection Completed - No Further Action","07/23/2026","","","1","0","0","1","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9546949","13745511"
"D3","39","Hillsborough","2010","3910896","HONEYBAKED HAM CO","12040 ANDERSON RD","TAMPA","33625","3737254","1","Food","Routine - Food","Inspection Completed - No Further Action","07/17/2026","","","3","0","1","2","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7793222","13775747"
"D3","39","Hillsborough","2010","3910924","BAHIA TACOS","808 S DALE MABRY HWY STE A","TAMPA","33609","3749126","1","Food","Routine - Food","Inspection Completed - No Further Action","07/09/2026","","","7","0","3","4","Y","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","7612769","13787628"
"D3","39","Hillsborough","2010","3910976","MAMBO'S CAFE","4423 N ARMENIA AVE","TAMPA","33603","3746068","1","Food","Routine - Food","Administrative complaint recommended","07/17/2026","","","8","4","1","3","Y","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8241187","13784570"
"D3","39","Hillsborough","2010","3910976","MAMBO'S CAFE","4423 N ARMENIA AVE","TAMPA","33603","3746068","2","Food","Routine - Food","Call Back - Complied","07/20/2026","","","0","0","0","0","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8241187","13851106"
"D3","39","Hillsborough","2010","3910985","JOE'S NEW YORK DINER LLC","11701 N FLORIDA  AVE","TAMPA","33612","3731562","1","Food","Routine - Food","Inspection Completed - No Further Action","07/28/2026","","","11","2","2","7","Y","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8921345","13770055"
"D3","39","Hillsborough","2010","3910998","CHICK-FIL-A TEMPLE TERRACE","5302 E FOWLER AVE","TEMPLE TERRACE","33617","3747799","1","Food","Routine - Food","Inspection Completed - No Further Action","07/31/2026","","","1","0","0","1","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6086174","13786301"
"D3","39","Hillsborough","2010","3911021","TWISTEE TREAT","2301 S JAMES REDMAN PKWY","PLANT CITY","33566","3759616","1","Food","Complaint Full","Inspection Completed - No Further Action","07/23/2026","","","3","2","0","1","Y","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2187266","13853802"
"D3","39","Hillsborough","2010","3911025","MAMAS KITCHEN","5524 S DALE MABRY","TAMPA","336114226","3720866","1","Food","Routine - Food","Inspection Completed - No Further Action","07/20/2026","","","6","1","1","4","Y","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2187271","13759359"
"D3","39","Hillsborough","2010","3911028","PAPA JOHN'S PIZZA #910","8747 W WATERS AVE","TAMPA","336151729","3714443","1","Food","Routine - Food","Inspection Completed - No Further Action","07/08/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2187273","13752936"
"D3","39","Hillsborough","2010","3911038","BEEFOBRADY'S","812 W DR MARTIN LUTHER KING JR BLV","SEFFNER","33584","3744558","1","Food","Routine - Food","Inspection Completed - No Further Action","07/23/2026","","","8","1","1","6","Y","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","8963344","13783060"
"D3","39","Hillsborough","2010","3911048","CHARLEY'S PHILLY STEAKS","11110 CAUSEWAY BLVD","BRANDON","33511","3737375","1","Food","Routine - Food","Administrative complaint recommended","07/09/2026","","","11","2","1","8","Y","0","0","1","0","0","0","0","2","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","8003555","13775868"
"D3","39","Hillsborough","2010","3911048","CHARLEY'S PHILLY STEAKS","11110 CAUSEWAY BLVD","BRANDON","33511","3737375","2","Food","Routine - Food","Call Back - Complied","07/10/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8003555","13842988"
"D3","39","Hillsborough","2010","3911158","GUAC N CHEESE","4101 S MACDILL AVE","TAMPA","33611","3723351","1","Food","Routine - Food","Inspection Completed - No Further Action","07/16/2026","","","0","0","0","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7318238","13761844"
"D3","39","Hillsborough","2010","3911175","BUBBAKOO'S BURRITOS","1701 S ALEXANDER ST STE 108","PLANT CITY","33566","3723525","1","Food","Routine - Food","Inspection Completed - No Further Action","07/22/2026","","","3","1","0","2","Y","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7752816","13762018"
"D3","39","Hillsborough","2010","3911178","SUBWAY","14941 N DALE MABRY HWY","CARROLLWOOD","33618","3715539","1","Food","Routine - Food","Inspection Completed - No Further Action","07/23/2026","","","1","0","1","0","Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6291176","13754032"
"D3","39","Hillsborough","2010","3911233","PERRY'S BBQ","12310 UNIVERSITY MALL CT","TAMPA","33612","3746767","1","Food","Routine - Food","Inspection Completed - No Further Action","07/29/2026","","","11","0","1","10","Y","0","0","0","0","0","0","0","2","0","1","1","1","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2187607","13785269"
