License Number,Business (DBA-Does Business As) Name,Location Address,Location City,Location Zip Code,Inspection Number,Inspection Type,Inspection Disposition,Inspection Date,Number of Total Violations,Number of High Priority Violations,Number of Intermediate Violations,Number of Basic Violations,high_risk_violation_count,distinct_violation_categories,failed,Violation 01,Violation 02,Violation 03,Violation 04,Violation 05,Violation 06,Violation 07,Violation 08,Violation 09,Violation 10,Violation 11,Violation 12,Violation 13,Violation 14,Violation 15,Violation 16,Violation 17,Violation 18,Violation 19,Violation 20,Violation 21,Violation 22,Violation 23,Violation 24,Violation 25,Violation 26,Violation 27,Violation 28,Violation 29,Violation 30,Violation 31,Violation 32,Violation 33,Violation 34,Violation 35,Violation 36,Violation 37,Violation 38,Violation 39,Violation 40,Violation 41,Violation 42,Violation 43,Violation 44,Violation 45,Violation 46,Violation 47,Violation 48,Violation 49,Violation 50,Violation 51,Violation 52,Violation 53,Violation 54,Violation 55,Violation 56,Violation 57,Violation 58
6217550,CAVA MEZZE GRILL,11165 PARK BLVD STE C,SEMINOLE,33772,3750999,Routine - Food,Inspection Completed - No Further Action,2026-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6206271,WENDY'S OLD FASHIONED HAMBURGERS,912 E TARPON AVE,TARPON SPRINGS,34689,3720397,Routine - Food,Inspection Completed - No Further Action,2026-07-07,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217368,MAD BEACH CRAFT BREWING COMPANY,12945 VILLAGE BLVD,MADEIRA BEACH,33708,3701113,Complaint Full,Inspection Completed - No Further Action,2026-07-07,7,0,2,5,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6218003,DICK'S LAST RESORT,111 BOARDWALK PL W STE 203,MADEIRA BEACH,33708,3738561,Routine - Food,Inspection Completed - No Further Action,2026-07-07,8,2,2,4,5,5,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6213959,FEATHER SOUND COUNTRY CLUB,2201 FEATHER SOUND DR,CLEARWATER,33762,3699661,Complaint Full,Inspection Completed - No Further Action,2026-07-07,2,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217853,DUNKIN DONUTS,8150 BRYAN DAIRY RD,PINELLAS PARK,33777,3755654,Complaint Full,Inspection Completed - No Further Action,2026-07-07,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6214504,CHICK-FIL-A,4241 N 4 ST,ST PETERSBURG,33703,3748259,Routine - Food,Warning Issued,2026-07-07,6,0,2,4,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6216812,WESTSHORE PIZZA,2989 W BAY DR,BELLEAIR BLUFFS,33770,3700947,Complaint Full,Inspection Completed - No Further Action,2026-07-07,7,0,1,6,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6218227,JUAN'S MEXICAN GRILL OLDSMAR,3860 TAMPA RD UNIT F,OLDSMAR,34677,3704389,Routine - Food,Inspection Completed - No Further Action,2026-07-07,3,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6215876,THE BOARDWALK GRILL,205 BOARDWALK PL E,MADEIRA BEACH,33708,3737477,Routine - Food,Inspection Completed - No Further Action,2026-07-07,5,0,1,4,3,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6213542,SUSHI YAMA,7790 US HWY 19 N,PINELLAS PARK,33781,3673046,Food-Licensing Inspection,Inspection Completed - No Further Action,2026-07-07,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218305,GATEWAY SUBS,3112 3 AVE NORTH,ST. PETERSBURG,33713,3755737,Complaint Full,Inspection Completed - No Further Action,2026-07-08,5,1,2,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218011,KEKE'S BREAKFAST CAFE,6862 GULFPORT BLVD S,SOUTH PASADENA,33707,3710235,Routine - Food,Inspection Completed - No Further Action,2026-07-08,4,2,1,1,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6215429,TJF 112 LLC,944 4 ST N STE 100,ST. PETERSBURG,33701,3696541,Food-Licensing Inspection,Warning Issued,2026-07-08,25,7,2,16,12,15,1,0,0,2,0,1,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,4,3,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6218445,BURGER MONGER,1530 PASADENA AVE S STE 207,PASADENA,33707,3755861,Complaint Full,Inspection Completed - No Further Action,2026-07-08,13,3,4,6,8,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6213194,CHECKERS DRIVE IN REST 735,4909 ULMERTON RD,CLEARWATER,33760,3699433,Complaint Full,Inspection Completed - No Further Action,2026-07-08,8,0,1,7,4,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6252646,TRES PALMAS LATIN GRILL,3877 ULMERTON RD,CLEARWATER,33762,1338559,Routine - Food,Inspection Completed - No Further Action,2026-07-08,3,1,2,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218057,GULFPORT BREWERY,3007 BEACH BLVD S,GULFPORT,33707,3705560,Routine - Food,Warning Issued,2026-07-08,11,6,3,2,9,8,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6209999,SUBWAY 3956,1895 N HIGHLAND AVE,CLEARWATER,33755,3717923,Routine - Food,Inspection Completed - No Further Action,2026-07-08,7,1,0,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6218827,TACOS EL CARNAL LA CASA DEL TACO,1310 CLEVELAND ST,CLEARWATER,33755,3713680,Routine - Food,Inspection Completed - No Further Action,2026-07-08,3,1,1,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6218838,SODOUGH SQUARE,6925 4 ST N,ST. PETE,33702,3733141,Routine - Food,Warning Issued,2026-07-08,6,1,3,2,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6216025,PIZZA HUT  4611,2519 MCMULLEN BOOTH RD STE 501,CLEARWATER,33761,3730262,Routine - Food,Inspection Completed - No Further Action,2026-07-08,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6216865,FIVE GUYS,300 E LAKE RD UNIT 2A,PALM HARBOR,34685,3714018,Routine - Food,Inspection Completed - No Further Action,2026-07-08,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6209365,JIMMY GUANA'S BAR & GRILL,401 E 2 ST,INDIAN ROCKS BCH,337853902,3755819,Complaint Full,Warning Issued,2026-07-08,15,5,5,5,7,9,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
6212442,KEEGAN'S SEAFOOD GRILLE,1519 GULF BLVD,INDIAN ROCKS BEACH,33785,3717656,Routine - Food,Inspection Completed - No Further Action,2026-07-08,8,2,2,4,4,8,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6216099,SERBIAN MEDITERAN RESTAURANT LLC,6500 4 ST N,ST. PETERSBURG,33702,3725364,Routine - Food,Warning Issued,2026-07-08,6,2,3,1,5,5,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6217485,CHICK FIL A PALM HARBOR,32800 US HWY 19 N,PALM HARBOR,34684,3747991,Routine - Food,Warning Issued,2026-07-08,11,4,1,6,5,7,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218525,JERSEY MIKE'S SUBS,10500 ULMERTON RD STE 208,LARGO,33771,3699671,Complaint Full,Inspection Completed - No Further Action,2026-07-08,8,1,2,5,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6209138,VILLAGE INN RESTAURANT,3682 TAMPA RD,OLDSMAR,34677,3705649,Routine - Food,Inspection Completed - No Further Action,2026-07-08,2,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217767,FORTUNATO'S ITALIAN RESTAURANT,6890 GULFPORT BLVD,SOUTH PASADENA,33707-2108,3742332,Routine - Food,Warning Issued,2026-07-08,6,0,4,2,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6213039,WENDY'S PROPERTIES LLC,750 E LAKE RD S,PALM HARBOR,34685,3723201,Routine - Food,Warning Issued,2026-07-08,3,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6217246,AMY'S PIZZA,19711A GULF BLVD,INDIAN SHORES,33785,3739663,Routine - Food,Inspection Completed - No Further Action,2026-07-08,11,4,2,5,7,10,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217545,SPEGGTACULAR CWB,770 S GULFVIEW BLVD,CLEARWATER,33767,3753593,Routine - Food,Warning Issued,2026-07-08,7,1,1,5,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6215171,BONEFISH GRILL #7003,2519 MCMULLEN BOOTH RD,CLEARWATER,33761,3755731,Complaint Full,Inspection Completed - No Further Action,2026-07-08,10,3,2,5,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6215527,LUCKY LOBSTER,941 HUNTLEY AVE,DUNEDIN,34698,3735228,Routine - Food,Warning Issued,2026-07-08,24,6,3,15,15,14,1,1,2,1,0,0,1,0,4,0,1,0,0,1,4,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6214971,EINSTEIN BROS BAGELS 2084,9346 N 4 ST,ST PETERSBURG,33702,3750153,Routine - Food,Inspection Completed - No Further Action,2026-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218503,KAIA BOWLS,101 PHILIPPE PKWY STE A,SAFETY HARBOR,34695,3737715,Routine - Food,Inspection Completed - No Further Action,2026-07-09,2,1,0,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218501,CREPESOLOGY,1503 MAIN ST,DUNEDIN,34698,3724901,Routine - Food,Inspection Completed - No Further Action,2026-07-09,4,2,0,2,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6212886,COCOS CRUSH BAR NORTH BEACH,423 POINSETTIA AVE,CLEARWATER BEACH,33767,3705351,Routine - Food,Warning Issued,2026-07-09,6,3,0,3,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6214146,NORTONS BAR & GRILL,1824 MAIN ST,DUNEDIN,34698,3714488,Routine - Food,Administrative complaint recommended,2026-07-09,23,5,1,17,11,13,1,1,1,0,0,0,0,0,2,0,2,0,0,0,3,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6215650,WENDY'S PROPERTIES LLC,900 S MISSOURI AVE,CLEARWATER,33756,3716805,Routine - Food,Inspection Completed - No Further Action,2026-07-09,3,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6213016,CHILI'S GRILL & BAR #349,40584 N U S HWY 19,TARPON SPRINGS,346894822,3716535,Routine - Food,Inspection Completed - No Further Action,2026-07-09,3,0,0,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6213152,ORIGINAL PIZZA II,6175 N PARK BLVD,PINELLAS PARK,337813234,3729989,Routine - Food,Warning Issued,2026-07-09,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6218537,HALAL EATS,543 N PINELLAS AVE,TARPON SPRINGS,34689,3700904,Food-Licensing Inspection,Warning Issued,2026-07-09,5,2,2,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6213084,THE WHARF,2001 PASS A GRILLE WAY,ST.PETE BEACH,33706,3755813,Complaint Full,Administrative complaint recommended,2026-07-09,15,7,1,7,11,11,1,2,0,3,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6218683,SWEETGREEN,1114 CENTRAL AVE,ST. PETERSBURG,33705,3701242,Complaint Full,Inspection Completed - No Further Action,2026-07-09,4,0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218447,CAFE RIVIERA,116 8 AVE,ST.PETE BEACH,33706,3701344,Complaint Full,Warning Issued,2026-07-09,8,4,1,3,5,6,1,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6215619,FIREHOUSE SUBS,1547 MAIN ST,DUNEDIN,34698,3723125,Routine - Food,Warning Issued,2026-07-09,14,0,2,12,4,9,1,0,1,0,0,0,0,0,0,0,0,1,0,3,3,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6217350,BEERBUSTERS,6836 N PARK BLVD,PINELLAS PARK,33781,3755743,Complaint Full,Inspection Completed - No Further Action,2026-07-09,4,1,2,1,4,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6216377,JIMMY JOHN'S #1127,1410 66 ST N,ST. PETERSBURG,33710,3755989,Routine - Food,Emergency order recommended,2026-07-09,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6207181,PARADISE RESTAURANT,443 MAIN ST,SAFETY HARBOR,34695,3724008,Routine - Food,Inspection Completed - No Further Action,2026-07-09,7,1,2,4,4,8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6218258,OCC ROAD HOUSE & MUSEUM,10575 49 ST N,CLEARWATER,33762,3743277,Routine - Food,Inspection Completed - No Further Action,2026-07-09,4,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6216614,THE BRINEHOUSE,100 MAIN ST #104,SAFETY HARBOR,34695,3711682,Routine - Food,Inspection Completed - No Further Action,2026-07-09,5,2,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6208861,SCULLEY'S,190 JOHN'S PASS BOARDWALK,MADEIRA BEACH,33708,3755817,Complaint Full,Inspection Completed - No Further Action,2026-07-09,4,0,1,3,3,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218306,SOFRESH PALM HARBOR,326 E LAKE RD #14,PALM HARBOR,34685,3743491,Routine - Food,Inspection Completed - No Further Action,2026-07-09,4,0,2,2,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217116,WRAPS & KABOBS,40715 US 19 ,TARPON SPRINGS,34689,3710373,Routine - Food,Inspection Completed - No Further Action,2026-07-09,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6209342,WENDY'S #1113,10751 PARK BLVD,SEMINOLE,33772,3747936,Routine - Food,Inspection Completed - No Further Action,2026-07-09,2,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6200501,CARLOUEL YACHT CLUB,1091 ELDORADO AVE,CLEARWATER BCH,33767,3728007,Routine - Food,Inspection Completed - No Further Action,2026-07-09,5,1,2,2,5,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6209217,KIMMY D'S,12211 N 49 ST,CLEARWATER,33762,3711492,Routine - Food,Inspection Completed - No Further Action,2026-07-09,2,1,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218924,BOTECO BOSSA NOVA,6195 PARK BLVD N,PINELLAS PARK,33781,3699547,Food-Licensing Inspection,Inspection Completed - No Further Action,2026-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6215884,CHINA TASTE,1901 W BAY DR STE 3,LARGO,33770,3699553,Complaint Partial,Inspection Completed - No Further Action,2026-07-09,6,1,1,4,2,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6210912,DAIQUIRI SHAK RAW BAR AND GRILL,14995 GULF BLVD SUITE A,MADEIRA BEACH,33708,3755785,Complaint Full,Administrative complaint recommended,2026-07-09,10,2,2,6,5,7,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217110,TEXAS ROADHOUSE,10105 BAY PINES BLVD,ST. PETERSBURG,33708,3735759,Routine - Food,Inspection Completed - No Further Action,2026-07-09,2,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217671,HOGAN'S HANGOUT,499 MANDALAY AVE,CLEARWATER,33767,3736524,Routine - Food,Warning Issued,2026-07-09,7,2,3,2,5,6,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217642,JERSEY MIKE'S SUBS 13146,41042 US HWY 19 N,TARPON SPRINGS,34689,3748746,Routine - Food,Inspection Completed - No Further Action,2026-07-09,4,2,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6216043,COLD STONE CREAMERY,100 MAIN ST #102,SAFETY HARBOR,34695,3747377,Routine - Food,Inspection Completed - No Further Action,2026-07-09,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
