License Number,Business (DBA-Does Business As) Name,Location Address,Location City,Location Zip Code,Inspection Number,Inspection Type,Inspection Disposition,Inspection Date,Number of Total Violations,Number of High Priority Violations,Number of Intermediate Violations,Number of Basic Violations,high_risk_violation_count,distinct_violation_categories,failed,Violation 01,Violation 02,Violation 03,Violation 04,Violation 05,Violation 06,Violation 07,Violation 08,Violation 09,Violation 10,Violation 11,Violation 12,Violation 13,Violation 14,Violation 15,Violation 16,Violation 17,Violation 18,Violation 19,Violation 20,Violation 21,Violation 22,Violation 23,Violation 24,Violation 25,Violation 26,Violation 27,Violation 28,Violation 29,Violation 30,Violation 31,Violation 32,Violation 33,Violation 34,Violation 35,Violation 36,Violation 37,Violation 38,Violation 39,Violation 40,Violation 41,Violation 42,Violation 43,Violation 44,Violation 45,Violation 46,Violation 47,Violation 48,Violation 49,Violation 50,Violation 51,Violation 52,Violation 53,Violation 54,Violation 55,Violation 56,Violation 57,Violation 58
6217291,CULVERS OF CLEARWATER,2008 GULF TO BAY BLVD,CLEARWATER,33765,3710275,Routine - Food,Inspection Completed - No Further Action,2026-07-10,6,1,3,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6218521,ROCKY MOUNTAIN SUBS,2655 E LAKE RD,PALM HARBOR,34685,3712157,Routine - Food,Inspection Completed - No Further Action,2026-07-10,2,1,0,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6200154,TYRONEMALL01,6901 22  AVE N,ST.PETERSBURG,33710,1116800,Routine - Food,Inspection Completed - No Further Action,2026-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6200155,TYRONEMALL02,6901 22  AVE N,ST.PETERSBURG,33710,1116638,Routine - Food,Inspection Completed - No Further Action,2026-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218566,RAINING BERRIES,770 EAST LAKE ROAD,PALM HARBOR,34685,3738539,Routine - Food,Inspection Completed - No Further Action,2026-07-10,3,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6207291,CRABBY BILLS,401 GULF BLVD,INDIAN ROCKS BEACH,33785,3756035,Complaint Full,Inspection Completed - No Further Action,2026-07-10,3,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218636,WAFFLES DREAM,1438  GULF TO BAY BLVD ,CLEARWATER,33755,3738470,Routine - Food,Inspection Completed - No Further Action,2026-07-10,9,4,3,2,8,8,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6211336,SANDBAR BILLS,4350 GULF BLVD,ST PETE BCH,337063831,3724475,Routine - Food,Inspection Completed - No Further Action,2026-07-10,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6216343,MAD BEACH CANTINA,13205 GULF BLVD,MADEIRA BEACH,33708,3711890,Routine - Food,Inspection Completed - No Further Action,2026-07-10,3,0,0,3,2,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218775,JIN POKE,9348 OAKHURST RD,SEMINOLE,33776,3752374,Routine - Food,Inspection Completed - No Further Action,2026-07-10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6210453,TACO BELL #3773,2456 MCMULLEN BOOTH RD,SAFETY HARBOR,34695,3710658,Routine - Food,Inspection Completed - No Further Action,2026-07-10,4,2,0,2,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6210381,TACO BELL #3880,1824 GULF TO BAY BLVD,CLEARWATER,33765,3710788,Routine - Food,Inspection Completed - No Further Action,2026-07-10,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217848,SENOR SUBS & GYROS,1364 CLEVELAND ST,CLEARWATER,33755,3735808,Routine - Food,Warning Issued,2026-07-10,6,1,1,4,1,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6215947,FIREHOUSE SUBS,3434 E LAKE RD  STE 1,PALM HARBOR,34685,3754206,Routine - Food,Inspection Completed - No Further Action,2026-07-10,3,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6218771,FRUIT FLOAT CAFE,13050 GULF BLVD ,MADEIRA BEACH,33708,3698658,Complaint Full,Warning Issued,2026-07-10,7,4,2,1,2,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6218442,TORCHY'S TACOS,2314 TYRONE BLVD N,ST. PETERSBURG,33710,3711848,Routine - Food,Administrative complaint recommended,2026-07-10,6,0,3,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6218470,MAD BEACH POKE ,13999 GULF BLVD UNIT C1,MADEIRA BEACH,33708,3744273,Routine - Food,Inspection Completed - No Further Action,2026-07-10,2,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6215990,JET'S PIZZA,1350 MAIN ST,DUNEDIN,34698,3737131,Routine - Food,Inspection Completed - No Further Action,2026-07-10,20,2,2,16,8,10,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,0,0,0,4,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6214072,PAPA JOHN'S PIZZA,1098 OVERCASH DR,DUNEDIN,34698,3755341,Routine - Food,Administrative complaint recommended,2026-07-10,7,2,0,5,3,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6217911,PROHIBITION KITCHEN AND TAP,1600 MAIN ST,DUNEDIN,34698,3755990,Complaint Full,Warning Issued,2026-07-10,24,6,6,12,15,13,1,2,0,0,0,0,0,0,2,0,0,0,3,1,2,0,2,0,0,0,0,0,4,0,2,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6218837,HIBACHI EXPRESS,3605 49 ST N,ST. PETERSBURG,33710,3745949,Routine - Food,Inspection Completed - No Further Action,2026-07-10,15,4,4,7,11,10,0,1,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6218420,PAJANOS PIZZA AND SUBS,17307 GULF BLVD UNIT B103,NORTH REDINGTON BCH,33708,3754351,Routine - Food,Inspection Completed - No Further Action,2026-07-10,6,1,3,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6215828,JET'S PIZZA,2045 GULF TO BAY BLVD,CLEARWATER,33765,3756028,Complaint Full,Inspection Completed - No Further Action,2026-07-14,4,2,0,2,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6216111,PIZZA HUT 4612,407 S BELCHER RD STE 4,CLEARWATER,33765,3724270,Routine - Food,Inspection Completed - No Further Action,2026-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217851,PINEAPPLE ESPRESSO,3045 DR MARTIN LUTHER KING JR ST N,ST PETERSBURG ,33704,3752129,Routine - Food,Inspection Completed - No Further Action,2026-07-14,5,1,2,2,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6216477,LITTLE GREEK CUISINE,2245 GULF TO BAY BLVD,CLEARWATER,33765,3755957,Complaint Full,Inspection Completed - No Further Action,2026-07-14,21,3,6,12,13,11,0,0,3,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218262,CJS BACKSTAGE,7022 22 AVE N,ST. PETERSBURG,33710,3738037,Routine - Food,Inspection Completed - No Further Action,2026-07-14,13,2,4,7,5,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6218473,RITA'S ICE CUSTARD HAPPINESS,32836 US HWY 19 ,PALM HARBOR ,34684,3718135,Routine - Food,Inspection Completed - No Further Action,2026-07-14,2,1,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218527,WORLD OF VEGAN,3375 34 ST N STE 101,ST. PETERSBURG,33713,3744478,Routine - Food,Inspection Completed - No Further Action,2026-07-14,2,0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6216770,JULIS MEXICAN RESTAURANT,1237 CLEVELAND ST,CLEARWATER,33755,3718927,Routine - Food,Inspection Completed - No Further Action,2026-07-14,6,2,2,2,5,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217970,KAIA BOWLS,2539  COUNTRYSIDE BLVD STE 5,CLEARWATER,33761,3723649,Routine - Food,Warning Issued,2026-07-14,2,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6216360,BOJANGLES,7930 US HWY 19 N,PINELLAS PARK,33781,3755877,Complaint Full,Inspection Completed - No Further Action,2026-07-14,6,0,1,5,2,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6216683,DELCO'S ORIGINAL STEAKS & HOAGIES,1701 MAIN ST,DUNEDIN,34698,3756138,Complaint Full,Administrative complaint recommended,2026-07-14,20,2,4,14,8,12,1,1,0,1,0,0,0,0,1,0,0,1,0,1,5,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6215378,BONEFISH GRILL,2939 W BAY DR,BELLEAIR BLUFFS,33770,3747493,Routine - Food,Inspection Completed - No Further Action,2026-07-14,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218258,OCC ROAD HOUSE & MUSEUM,10575 49 ST N,CLEARWATER,33762,3756124,Complaint Full,Inspection Completed - No Further Action,2026-07-14,6,2,1,3,5,5,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218493,ZAXBYS,3700 34TH STREET S,ST. PETERSBURG,33711,3756058,Complaint Full,Inspection Completed - No Further Action,2026-07-14,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6215447,PANERA BREAD #3345,1908 N 4 ST,ST. PETERSBURG,33704,3709993,Routine - Food,Inspection Completed - No Further Action,2026-07-14,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6218589,NEIGHBORHOOD JOE,2325 DR MLK JR ST N,ST. PETERSBURG,33704,3755482,Routine - Food,Inspection Completed - No Further Action,2026-07-14,10,4,2,4,8,8,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6252638,PIPOS CUBAN CAFE,1990 W BAY DR,LARGO,33770,1346740,Complaint Full,Inspection Completed - No Further Action,2026-07-14,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217615,BADFINS FOOD & BREW,215 S GULFVIEW BLVD,CLEARWATER,33767,3755985,Complaint Full,Warning Issued,2026-07-14,12,3,2,7,9,8,1,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6208055,RED LOBSTER #0348,26320 US 19 N,CLEARWATER,33761,3729593,Routine - Food,Inspection Completed - No Further Action,2026-07-14,3,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218927,PRETZEL EMPIRE (PATION DECK KIOSK),735 DODECANESE BLVD,TARPON SPRINGS,34689,3700456,Food-Licensing Inspection,Inspection Completed - No Further Action,2026-07-14,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218926,GOLFOLOGY,2400 5 AVE S,ST PETERSBURG,33712,3699401,Food-Licensing Inspection,Inspection Completed - No Further Action,2026-07-14,4,0,3,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6208560,BURGER KING #4010,32375 US HWY 19 N,PALM HARBOR,34684,3702315,Routine - Food,Inspection Completed - No Further Action,2026-07-14,11,0,2,9,4,8,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217758,SHAKER & PEEL,3150 TAMPA RD STE 12,OLDSMAR,34677,3755952,Complaint Full,Warning Issued,2026-07-14,3,1,0,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217841,TACO MIENDO ST PETE,4747 66  ST  N,ST PETERSBURG,33709,3752609,Routine - Food,Administrative complaint recommended,2026-07-14,16,3,4,9,8,12,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6218848,PHO HOUSE CAFE,7870 US HWY 19 N,PINELLAS PARK,33781,3752899,Routine - Food,Administrative complaint recommended,2026-07-14,6,2,2,2,5,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6200156,TYRONEMALL03,6901 22  AVE N,ST.PETERSBURG,33710,1117012,Routine - Food,Inspection Completed - No Further Action,2026-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6200157,TYRONEMALL04,6901 22  AVE N,ST.PETERSBURG,33710,1116873,Routine - Food,Inspection Completed - No Further Action,2026-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217559,HOWARD JOHNSON BY WYNDHAM,27988  US HWY 19 N,CLEARWATER,33761,3745654,Routine - Food,Inspection Completed - No Further Action,2026-07-14,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218769,ZAGARA,3001 22 AVE N,ST. PETERSBURG,33713,3754393,Routine - Food,Inspection Completed - No Further Action,2026-07-15,5,2,2,1,2,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6209391,LIBERTY LANES,11401 STARKEY RD,LARGO,33773,3754187,Routine - Food,Inspection Completed - No Further Action,2026-07-15,7,1,0,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6216006,"SIMPLE DELIGHTS CATERING & DESSRTS, INC.",1245 18 AVE S,ST. PETERSBURG,33705,1136290,Routine - Food,Inspection Completed - No Further Action,2026-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6212467,GIOVANNIS FRESH ITALIAN KITCHEN,2152 MAIN ST,DUNEDIN,34698,3701420,Food-Licensing Inspection,Warning Issued,2026-07-15,6,2,1,3,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6216379,UPTOWN EATS,689 DR MLK JR ST N STE D,ST. PETERSBURG,33701,3756110,Complaint Full,Emergency order recommended,2026-07-15,21,8,4,9,13,14,1,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,1,1,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6215608,CASITA TAQUERIA 2 INC,2701 4 ST NORTH,ST. PETERSBURG,33704,3753323,Routine - Food,Inspection Completed - No Further Action,2026-07-15,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6215561,E & L PIZZA,2810 34 ST N,ST. PETERSBURG,33713,3730744,Routine - Food,Inspection Completed - No Further Action,2026-07-15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6215549,SELLERS & CO,1710 N HERCULES AVE STE 114,CLEARWATER,33765,3753020,Routine - Food,Inspection Completed - No Further Action,2026-07-15,7,1,3,3,4,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6208151,FRENCHY'S SOUTH BEACH CAFE,351 GULFVIEW BLVD,CLEARWATER BEACH,33767,3722672,Routine - Food,Inspection Completed - No Further Action,2026-07-15,3,1,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217715,DUNKIN DONUTS,1046 4TH STREET NORTH,ST PETERSBURG,33704,3755838,Complaint Full,Inspection Completed - No Further Action,2026-07-15,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217060,DOMINO'S PIZZA #3158,2657 E  LAKE RD T2,PALM HARBOR,34685,3717456,Routine - Food,Inspection Completed - No Further Action,2026-07-15,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6207578,BURGER KING #2816,1888 GULF TO BAY BLVD,CLEARWATER,33765,3747421,Routine - Food,Inspection Completed - No Further Action,2026-07-15,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217081,TACO BELL,903 PASADENA AVE S,SOUTH PASADENA,33707,3756029,Complaint Full,Warning Issued,2026-07-15,4,1,2,1,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6214470,CRABBYS BEACH WALK & GRILL,333 S GULFVIEW BLVD,CLEARWATER,33767-2415,3715085,Routine - Food,Warning Issued,2026-07-15,6,2,4,0,4,6,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6214727,SPECIAL PHO,1390 34  ST N,SAINT PETERSBURG,33713,3736609,Routine - Food,Inspection Completed - No Further Action,2026-07-15,6,1,1,4,3,5,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6217123,DISCOVERY INDIAN CUISINE ,38593  US 19 STE 300,PALM HARBOR,34684,3739601,Routine - Food,Emergency order recommended,2026-07-15,30,8,4,18,13,15,1,2,1,1,0,0,0,0,2,0,0,0,0,2,3,0,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
